Date,State,WindSpeed
201210,AK,3.9
201211,AK,4.0
201212,AK,4.0
201301,AK,4.0
201302,AK,4.0
201303,AK,4.0
201304,AK,3.9
201305,AK,3.9
201306,AK,3.7
201307,AK,3.5
201308,AK,3.5
201309,AK,3.7
201310,AK,3.9
201311,AK,4.0
201312,AK,4.0
201401,AK,4.0
201402,AK,4.0
201403,AK,4.0
201404,AK,3.9
201405,AK,3.9
201406,AK,3.7
201407,AK,3.5
201408,AK,3.5
201409,AK,3.7
201410,AK,3.9
201411,AK,4.0
201412,AK,4.0
201501,AK,4.0
201502,AK,4.0
201503,AK,4.0
201504,AK,3.9
201505,AK,3.9
201506,AK,3.7
201507,AK,3.5
201508,AK,3.5
201509,AK,3.7
201510,AK,3.9
201511,AK,4.0
201512,AK,4.0
201601,AK,4.0
201602,AK,4.0
201603,AK,4.0
201604,AK,3.9
201605,AK,3.9
201606,AK,3.7
201607,AK,3.5
201608,AK,3.5
201609,AK,3.7
201610,AK,3.9
201611,AK,4.0
201612,AK,4.0
201701,AK,4.0
201702,AK,4.0
201703,AK,4.0
201704,AK,3.9
201705,AK,3.9
201706,AK,3.7
201707,AK,3.5
201708,AK,3.5
201709,AK,3.7
201710,AK,3.9
201711,AK,4.0
201712,AK,4.0
201801,AK,4.0
201802,AK,4.0
201803,AK,4.0
201804,AK,3.9
201805,AK,3.9
201806,AK,3.7
201807,AK,3.5
201808,AK,3.5
201809,AK,3.7
201810,AK,3.9
201811,AK,4.0
201812,AK,4.0
201901,AK,4.0
201902,AK,4.0
201903,AK,4.0
201904,AK,3.9
201905,AK,3.9
201906,AK,3.7
201907,AK,3.5
201908,AK,3.5
201909,AK,3.7
201910,AK,3.9
201911,AK,4.0
201912,AK,4.0
202001,AK,4.0
202002,AK,4.0
202003,AK,4.0
202004,AK,3.9
202005,AK,3.9
202006,AK,3.7
202007,AK,3.5
202008,AK,3.5
202009,AK,3.7
202010,AK,3.9
202011,AK,4.0
202012,AK,4.0
202101,AK,4.0
202102,AK,4.0
202103,AK,4.0
202104,AK,3.9
202105,AK,3.9
202106,AK,3.7
202107,AK,3.5
202108,AK,3.5
202109,AK,3.7
202110,AK,3.9
202111,AK,4.0
202112,AK,4.0
202201,AK,4.0
202202,AK,4.0
202203,AK,4.0
202204,AK,3.9
202205,AK,3.9
202206,AK,3.7
202207,AK,3.5
202208,AK,3.5
202209,AK,3.7
202210,AK,3.9
202211,AK,4.0
202212,AK,4.0
202301,AK,4.0
202302,AK,4.0
202303,AK,4.0
202304,AK,3.9
202305,AK,3.9
202306,AK,3.7
202307,AK,3.5
202308,AK,3.5
202309,AK,3.7
202310,AK,3.9
202311,AK,4.0
202312,AK,4.0
200101,AL,3.4
200102,AL,3.6
200103,AL,3.6
200104,AL,3.4
200105,AL,3.0
200106,AL,2.5
200107,AL,2.3
200108,AL,2.2
200109,AL,2.6
200110,AL,2.7
200111,AL,3.0
200112,AL,3.2
200201,AL,3.4
200202,AL,3.6
200203,AL,3.6
200204,AL,3.4
200205,AL,3.0
200206,AL,2.5
200207,AL,2.3
200208,AL,2.2
200209,AL,2.6
200210,AL,2.7
200211,AL,3.0
200212,AL,3.2
200301,AL,3.4
200302,AL,3.6
200303,AL,3.6
200304,AL,3.4
200305,AL,3.0
200306,AL,2.5
200307,AL,2.3
200308,AL,2.2
200309,AL,2.6
200310,AL,2.7
200311,AL,3.0
200312,AL,3.2
200401,AL,3.4
200402,AL,3.6
200403,AL,3.6
200404,AL,3.4
200405,AL,3.0
200406,AL,2.5
200407,AL,2.3
200408,AL,2.2
200409,AL,2.6
200410,AL,2.7
200411,AL,3.0
200412,AL,3.2
200501,AL,3.4
200502,AL,3.6
200503,AL,3.6
200504,AL,3.4
200505,AL,3.0
200506,AL,2.5
200507,AL,2.3
200508,AL,2.2
200509,AL,2.6
200510,AL,2.7
200511,AL,3.0
200512,AL,3.2
200601,AL,3.4
200602,AL,3.6
200603,AL,3.6
200604,AL,3.4
200605,AL,3.0
200606,AL,2.5
200607,AL,2.3
200608,AL,2.2
200609,AL,2.6
200610,AL,2.7
200611,AL,3.0
200612,AL,3.2
200701,AL,3.4
200702,AL,3.6
200703,AL,3.6
200704,AL,3.4
200705,AL,3.0
200706,AL,2.5
200707,AL,2.3
200708,AL,2.2
200709,AL,2.6
200710,AL,2.7
200711,AL,3.0
200712,AL,3.2
200801,AL,3.4
200802,AL,3.6
200803,AL,3.6
200804,AL,3.4
200805,AL,3.0
200806,AL,2.5
200807,AL,2.3
200808,AL,2.2
200809,AL,2.6
200810,AL,2.7
200811,AL,3.0
200812,AL,3.2
200901,AL,3.4
200902,AL,3.6
200903,AL,3.6
200904,AL,3.4
200905,AL,3.0
200906,AL,2.5
200907,AL,2.3
200908,AL,2.2
200909,AL,2.6
200910,AL,2.7
200911,AL,3.0
200912,AL,3.2
201001,AL,3.4
201002,AL,3.6
201003,AL,3.6
201004,AL,3.4
201005,AL,3.0
201006,AL,2.5
201007,AL,2.3
201008,AL,2.2
201009,AL,2.6
201010,AL,2.7
201011,AL,3.0
201012,AL,3.2
201101,AL,3.4
201102,AL,3.6
201103,AL,3.6
201104,AL,3.4
201105,AL,3.0
201106,AL,2.5
201107,AL,2.3
201108,AL,2.2
201109,AL,2.6
201110,AL,2.7
201111,AL,3.0
201112,AL,3.2
201201,AL,3.4
201202,AL,3.6
201203,AL,3.6
201204,AL,3.4
201205,AL,3.0
201206,AL,2.5
201207,AL,2.3
201208,AL,2.2
201209,AL,2.6
201210,AL,2.7
201211,AL,3.0
201212,AL,3.2
201301,AL,3.4
201302,AL,3.6
201303,AL,3.6
201304,AL,3.4
201305,AL,3.0
201306,AL,2.5
201307,AL,2.3
201308,AL,2.2
201309,AL,2.6
201310,AL,2.7
201311,AL,3.0
201312,AL,3.2
201401,AL,3.4
201402,AL,3.6
201403,AL,3.6
201404,AL,3.4
201405,AL,3.0
201406,AL,2.5
201407,AL,2.3
201408,AL,2.2
201409,AL,2.6
201410,AL,2.7
201411,AL,3.0
201412,AL,3.2
201501,AL,3.4
201502,AL,3.6
201503,AL,3.6
201504,AL,3.4
201505,AL,3.0
201506,AL,2.5
201507,AL,2.3
201508,AL,2.2
201509,AL,2.6
201510,AL,2.7
201511,AL,3.0
201512,AL,3.2
201601,AL,3.4
201602,AL,3.6
201603,AL,3.6
201604,AL,3.4
201605,AL,3.0
201606,AL,2.5
201607,AL,2.3
201608,AL,2.2
201609,AL,2.6
201610,AL,2.7
201611,AL,3.0
201612,AL,3.2
201701,AL,3.4
201702,AL,3.6
201703,AL,3.6
201704,AL,3.4
201705,AL,3.0
201706,AL,2.5
201707,AL,2.3
201708,AL,2.2
201709,AL,2.6
201710,AL,2.7
201711,AL,3.0
201712,AL,3.2
201801,AL,3.4
201802,AL,3.6
201803,AL,3.6
201804,AL,3.4
201805,AL,3.0
201806,AL,2.5
201807,AL,2.3
201808,AL,2.2
201809,AL,2.6
201810,AL,2.7
201811,AL,3.0
201812,AL,3.2
201901,AL,3.4
201902,AL,3.6
201903,AL,3.6
201904,AL,3.4
201905,AL,3.0
201906,AL,2.5
201907,AL,2.3
201908,AL,2.2
201909,AL,2.6
201910,AL,2.7
201911,AL,3.0
201912,AL,3.2
202001,AL,3.4
202002,AL,3.6
202003,AL,3.6
202004,AL,3.4
202005,AL,3.0
202006,AL,2.5
202007,AL,2.3
202008,AL,2.2
202009,AL,2.6
202010,AL,2.7
202011,AL,3.0
202012,AL,3.2
202101,AL,3.4
202102,AL,3.6
202103,AL,3.6
202104,AL,3.4
202105,AL,3.0
202106,AL,2.5
202107,AL,2.3
202108,AL,2.2
202109,AL,2.6
202110,AL,2.7
202111,AL,3.0
202112,AL,3.2
202201,AL,3.4
202202,AL,3.6
202203,AL,3.6
202204,AL,3.4
202205,AL,3.0
202206,AL,2.5
202207,AL,2.3
202208,AL,2.2
202209,AL,2.6
202210,AL,2.7
202211,AL,3.0
202212,AL,3.2
202301,AL,3.4
202302,AL,3.6
202303,AL,3.6
202304,AL,3.4
202305,AL,3.0
202306,AL,2.5
202307,AL,2.3
202308,AL,2.2
202309,AL,2.6
202310,AL,2.7
202311,AL,3.0
202312,AL,3.2
200101,AR,3.4
200102,AR,3.6
200103,AR,3.8
200104,AR,3.7
200105,AR,3.2
200106,AR,2.8
200107,AR,2.6
200108,AR,2.5
200109,AR,2.7
200110,AR,2.8
200111,AR,3.2
200112,AR,3.2
200201,AR,3.4
200202,AR,3.6
200203,AR,3.8
200204,AR,3.7
200205,AR,3.2
200206,AR,2.8
200207,AR,2.6
200208,AR,2.5
200209,AR,2.7
200210,AR,2.8
200211,AR,3.2
200212,AR,3.2
200301,AR,3.4
200302,AR,3.6
200303,AR,3.8
200304,AR,3.7
200305,AR,3.2
200306,AR,2.8
200307,AR,2.6
200308,AR,2.5
200309,AR,2.7
200310,AR,2.8
200311,AR,3.2
200312,AR,3.2
200401,AR,3.4
200402,AR,3.6
200403,AR,3.8
200404,AR,3.7
200405,AR,3.2
200406,AR,2.8
200407,AR,2.6
200408,AR,2.5
200409,AR,2.7
200410,AR,2.8
200411,AR,3.2
200412,AR,3.2
200501,AR,3.4
200502,AR,3.6
200503,AR,3.8
200504,AR,3.7
200505,AR,3.2
200506,AR,2.8
200507,AR,2.6
200508,AR,2.5
200509,AR,2.7
200510,AR,2.8
200511,AR,3.2
200512,AR,3.2
200601,AR,3.4
200602,AR,3.6
200603,AR,3.8
200604,AR,3.7
200605,AR,3.2
200606,AR,2.8
200607,AR,2.6
200608,AR,2.5
200609,AR,2.7
200610,AR,2.8
200611,AR,3.2
200612,AR,3.2
200701,AR,3.4
200702,AR,3.6
200703,AR,3.8
200704,AR,3.7
200705,AR,3.2
200706,AR,2.8
200707,AR,2.6
200708,AR,2.5
200709,AR,2.7
200710,AR,2.8
200711,AR,3.2
200712,AR,3.2
200801,AR,3.4
200802,AR,3.6
200803,AR,3.8
200804,AR,3.7
200805,AR,3.2
200806,AR,2.8
200807,AR,2.6
200808,AR,2.5
200809,AR,2.7
200810,AR,2.8
200811,AR,3.2
200812,AR,3.2
200901,AR,3.4
200902,AR,3.6
200903,AR,3.8
200904,AR,3.7
200905,AR,3.2
200906,AR,2.8
200907,AR,2.6
200908,AR,2.5
200909,AR,2.7
200910,AR,2.8
200911,AR,3.2
200912,AR,3.2
201001,AR,3.4
201002,AR,3.6
201003,AR,3.8
201004,AR,3.7
201005,AR,3.2
201006,AR,2.8
201007,AR,2.6
201008,AR,2.5
201009,AR,2.7
201010,AR,2.8
201011,AR,3.2
201012,AR,3.2
201101,AR,3.4
201102,AR,3.6
201103,AR,3.8
201104,AR,3.7
201105,AR,3.2
201106,AR,2.8
201107,AR,2.6
201108,AR,2.5
201109,AR,2.7
201110,AR,2.8
201111,AR,3.2
201112,AR,3.2
201201,AR,3.4
201202,AR,3.6
201203,AR,3.8
201204,AR,3.7
201205,AR,3.2
201206,AR,2.8
201207,AR,2.6
201208,AR,2.5
201209,AR,2.7
201210,AR,2.8
201211,AR,3.2
201212,AR,3.2
201301,AR,3.4
201302,AR,3.6
201303,AR,3.8
201304,AR,3.7
201305,AR,3.2
201306,AR,2.8
201307,AR,2.6
201308,AR,2.5
201309,AR,2.7
201310,AR,2.8
201311,AR,3.2
201312,AR,3.2
201401,AR,3.4
201402,AR,3.6
201403,AR,3.8
201404,AR,3.7
201405,AR,3.2
201406,AR,2.8
201407,AR,2.6
201408,AR,2.5
201409,AR,2.7
201410,AR,2.8
201411,AR,3.2
201412,AR,3.2
201501,AR,3.4
201502,AR,3.6
201503,AR,3.8
201504,AR,3.7
201505,AR,3.2
201506,AR,2.8
201507,AR,2.6
201508,AR,2.5
201509,AR,2.7
201510,AR,2.8
201511,AR,3.2
201512,AR,3.2
201601,AR,3.4
201602,AR,3.6
201603,AR,3.8
201604,AR,3.7
201605,AR,3.2
201606,AR,2.8
201607,AR,2.6
201608,AR,2.5
201609,AR,2.7
201610,AR,2.8
201611,AR,3.2
201612,AR,3.2
201701,AR,3.4
201702,AR,3.6
201703,AR,3.8
201704,AR,3.7
201705,AR,3.2
201706,AR,2.8
201707,AR,2.6
201708,AR,2.5
201709,AR,2.7
201710,AR,2.8
201711,AR,3.2
201712,AR,3.2
201801,AR,3.4
201802,AR,3.6
201803,AR,3.8
201804,AR,3.7
201805,AR,3.2
201806,AR,2.8
201807,AR,2.6
201808,AR,2.5
201809,AR,2.7
201810,AR,2.8
201811,AR,3.2
201812,AR,3.2
201901,AR,3.4
201902,AR,3.6
201903,AR,3.8
201904,AR,3.7
201905,AR,3.2
201906,AR,2.8
201907,AR,2.6
201908,AR,2.5
201909,AR,2.7
201910,AR,2.8
201911,AR,3.2
201912,AR,3.2
202001,AR,3.4
202002,AR,3.6
202003,AR,3.8
202004,AR,3.7
202005,AR,3.2
202006,AR,2.8
202007,AR,2.6
202008,AR,2.5
202009,AR,2.7
202010,AR,2.8
202011,AR,3.2
202012,AR,3.2
202101,AR,3.4
202102,AR,3.6
202103,AR,3.8
202104,AR,3.7
202105,AR,3.2
202106,AR,2.8
202107,AR,2.6
202108,AR,2.5
202109,AR,2.7
202110,AR,2.8
202111,AR,3.2
202112,AR,3.2
202201,AR,3.4
202202,AR,3.6
202203,AR,3.8
202204,AR,3.7
202205,AR,3.2
202206,AR,2.8
202207,AR,2.6
202208,AR,2.5
202209,AR,2.7
202210,AR,2.8
202211,AR,3.2
202212,AR,3.2
202301,AR,3.4
202302,AR,3.6
202303,AR,3.8
202304,AR,3.7
202305,AR,3.2
202306,AR,2.8
202307,AR,2.6
202308,AR,2.5
202309,AR,2.7
202310,AR,2.8
202311,AR,3.2
202312,AR,3.2
200101,AZ,2.7
200102,AZ,3.0
200103,AZ,3.4
200104,AZ,3.8
200105,AZ,3.7
200106,AZ,3.6
200107,AZ,3.2
200108,AZ,2.9
200109,AZ,2.9
200110,AZ,2.9
200111,AZ,2.8
200112,AZ,2.6
200201,AZ,2.7
200202,AZ,3.0
200203,AZ,3.4
200204,AZ,3.8
200205,AZ,3.7
200206,AZ,3.6
200207,AZ,3.2
200208,AZ,2.9
200209,AZ,2.9
200210,AZ,2.9
200211,AZ,2.8
200212,AZ,2.6
200301,AZ,2.7
200302,AZ,3.0
200303,AZ,3.4
200304,AZ,3.8
200305,AZ,3.7
200306,AZ,3.6
200307,AZ,3.2
200308,AZ,2.9
200309,AZ,2.9
200310,AZ,2.9
200311,AZ,2.8
200312,AZ,2.6
200401,AZ,2.7
200402,AZ,3.0
200403,AZ,3.4
200404,AZ,3.8
200405,AZ,3.7
200406,AZ,3.6
200407,AZ,3.2
200408,AZ,2.9
200409,AZ,2.9
200410,AZ,2.9
200411,AZ,2.8
200412,AZ,2.6
200501,AZ,2.7
200502,AZ,3.0
200503,AZ,3.4
200504,AZ,3.8
200505,AZ,3.7
200506,AZ,3.6
200507,AZ,3.2
200508,AZ,2.9
200509,AZ,2.9
200510,AZ,2.9
200511,AZ,2.8
200512,AZ,2.6
200601,AZ,2.7
200602,AZ,3.0
200603,AZ,3.4
200604,AZ,3.8
200605,AZ,3.7
200606,AZ,3.6
200607,AZ,3.2
200608,AZ,2.9
200609,AZ,2.9
200610,AZ,2.9
200611,AZ,2.8
200612,AZ,2.6
200701,AZ,2.7
200702,AZ,3.0
200703,AZ,3.4
200704,AZ,3.8
200705,AZ,3.7
200706,AZ,3.6
200707,AZ,3.2
200708,AZ,2.9
200709,AZ,2.9
200710,AZ,2.9
200711,AZ,2.8
200712,AZ,2.6
200801,AZ,2.7
200802,AZ,3.0
200803,AZ,3.4
200804,AZ,3.8
200805,AZ,3.7
200806,AZ,3.6
200807,AZ,3.2
200808,AZ,2.9
200809,AZ,2.9
200810,AZ,2.9
200811,AZ,2.8
200812,AZ,2.6
200901,AZ,2.7
200902,AZ,3.0
200903,AZ,3.4
200904,AZ,3.8
200905,AZ,3.7
200906,AZ,3.6
200907,AZ,3.2
200908,AZ,2.9
200909,AZ,2.9
200910,AZ,2.9
200911,AZ,2.8
200912,AZ,2.6
201001,AZ,2.7
201002,AZ,3.0
201003,AZ,3.4
201004,AZ,3.8
201005,AZ,3.7
201006,AZ,3.6
201007,AZ,3.2
201008,AZ,2.9
201009,AZ,2.9
201010,AZ,2.9
201011,AZ,2.8
201012,AZ,2.6
201101,AZ,2.7
201102,AZ,3.0
201103,AZ,3.4
201104,AZ,3.8
201105,AZ,3.7
201106,AZ,3.6
201107,AZ,3.2
201108,AZ,2.9
201109,AZ,2.9
201110,AZ,2.9
201111,AZ,2.8
201112,AZ,2.6
201201,AZ,2.7
201202,AZ,3.0
201203,AZ,3.4
201204,AZ,3.8
201205,AZ,3.7
201206,AZ,3.6
201207,AZ,3.2
201208,AZ,2.9
201209,AZ,2.9
201210,AZ,2.9
201211,AZ,2.8
201212,AZ,2.6
201301,AZ,2.7
201302,AZ,3.0
201303,AZ,3.4
201304,AZ,3.8
201305,AZ,3.7
201306,AZ,3.6
201307,AZ,3.2
201308,AZ,2.9
201309,AZ,2.9
201310,AZ,2.9
201311,AZ,2.8
201312,AZ,2.6
201401,AZ,2.7
201402,AZ,3.0
201403,AZ,3.4
201404,AZ,3.8
201405,AZ,3.7
201406,AZ,3.6
201407,AZ,3.2
201408,AZ,2.9
201409,AZ,2.9
201410,AZ,2.9
201411,AZ,2.8
201412,AZ,2.6
201501,AZ,2.7
201502,AZ,3.0
201503,AZ,3.4
201504,AZ,3.8
201505,AZ,3.7
201506,AZ,3.6
201507,AZ,3.2
201508,AZ,2.9
201509,AZ,2.9
201510,AZ,2.9
201511,AZ,2.8
201512,AZ,2.6
201601,AZ,2.7
201602,AZ,3.0
201603,AZ,3.4
201604,AZ,3.8
201605,AZ,3.7
201606,AZ,3.6
201607,AZ,3.2
201608,AZ,2.9
201609,AZ,2.9
201610,AZ,2.9
201611,AZ,2.8
201612,AZ,2.6
201701,AZ,2.7
201702,AZ,3.0
201703,AZ,3.4
201704,AZ,3.8
201705,AZ,3.7
201706,AZ,3.6
201707,AZ,3.2
201708,AZ,2.9
201709,AZ,2.9
201710,AZ,2.9
201711,AZ,2.8
201712,AZ,2.6
201801,AZ,2.7
201802,AZ,3.0
201803,AZ,3.4
201804,AZ,3.8
201805,AZ,3.7
201806,AZ,3.6
201807,AZ,3.2
201808,AZ,2.9
201809,AZ,2.9
201810,AZ,2.9
201811,AZ,2.8
201812,AZ,2.6
201901,AZ,2.7
201902,AZ,3.0
201903,AZ,3.4
201904,AZ,3.8
201905,AZ,3.7
201906,AZ,3.6
201907,AZ,3.2
201908,AZ,2.9
201909,AZ,2.9
201910,AZ,2.9
201911,AZ,2.8
201912,AZ,2.6
202001,AZ,2.7
202002,AZ,3.0
202003,AZ,3.4
202004,AZ,3.8
202005,AZ,3.7
202006,AZ,3.6
202007,AZ,3.2
202008,AZ,2.9
202009,AZ,2.9
202010,AZ,2.9
202011,AZ,2.8
202012,AZ,2.6
202101,AZ,2.7
202102,AZ,3.0
202103,AZ,3.4
202104,AZ,3.8
202105,AZ,3.7
202106,AZ,3.6
202107,AZ,3.2
202108,AZ,2.9
202109,AZ,2.9
202110,AZ,2.9
202111,AZ,2.8
202112,AZ,2.6
202201,AZ,2.7
202202,AZ,3.0
202203,AZ,3.4
202204,AZ,3.8
202205,AZ,3.7
202206,AZ,3.6
202207,AZ,3.2
202208,AZ,2.9
202209,AZ,2.9
202210,AZ,2.9
202211,AZ,2.8
202212,AZ,2.6
202301,AZ,2.7
202302,AZ,3.0
202303,AZ,3.4
202304,AZ,3.8
202305,AZ,3.7
202306,AZ,3.6
202307,AZ,3.2
202308,AZ,2.9
202309,AZ,2.9
202310,AZ,2.9
202311,AZ,2.8
202312,AZ,2.6
200101,CA,2.2
200102,CA,2.6
200103,CA,2.9
200104,CA,3.1
200105,CA,3.2
200106,CA,3.1
200107,CA,2.9
200108,CA,2.7
200109,CA,2.6
200110,CA,2.4
200111,CA,2.1
200112,CA,2.2
200201,CA,2.2
200202,CA,2.6
200203,CA,2.9
200204,CA,3.1
200205,CA,3.2
200206,CA,3.1
200207,CA,2.9
200208,CA,2.7
200209,CA,2.6
200210,CA,2.4
200211,CA,2.1
200212,CA,2.2
200301,CA,2.2
200302,CA,2.6
200303,CA,2.9
200304,CA,3.1
200305,CA,3.2
200306,CA,3.1
200307,CA,2.9
200308,CA,2.7
200309,CA,2.6
200310,CA,2.4
200311,CA,2.1
200312,CA,2.2
200401,CA,2.2
200402,CA,2.6
200403,CA,2.9
200404,CA,3.1
200405,CA,3.2
200406,CA,3.1
200407,CA,2.9
200408,CA,2.7
200409,CA,2.6
200410,CA,2.4
200411,CA,2.1
200412,CA,2.2
200501,CA,2.2
200502,CA,2.6
200503,CA,2.9
200504,CA,3.1
200505,CA,3.2
200506,CA,3.1
200507,CA,2.9
200508,CA,2.7
200509,CA,2.6
200510,CA,2.4
200511,CA,2.1
200512,CA,2.2
200601,CA,2.2
200602,CA,2.6
200603,CA,2.9
200604,CA,3.1
200605,CA,3.2
200606,CA,3.1
200607,CA,2.9
200608,CA,2.7
200609,CA,2.6
200610,CA,2.4
200611,CA,2.1
200612,CA,2.2
200701,CA,2.2
200702,CA,2.6
200703,CA,2.9
200704,CA,3.1
200705,CA,3.2
200706,CA,3.1
200707,CA,2.9
200708,CA,2.7
200709,CA,2.6
200710,CA,2.4
200711,CA,2.1
200712,CA,2.2
200801,CA,2.2
200802,CA,2.6
200803,CA,2.9
200804,CA,3.1
200805,CA,3.2
200806,CA,3.1
200807,CA,2.9
200808,CA,2.7
200809,CA,2.6
200810,CA,2.4
200811,CA,2.1
200812,CA,2.2
200901,CA,2.2
200902,CA,2.6
200903,CA,2.9
200904,CA,3.1
200905,CA,3.2
200906,CA,3.1
200907,CA,2.9
200908,CA,2.7
200909,CA,2.6
200910,CA,2.4
200911,CA,2.1
200912,CA,2.2
201001,CA,2.2
201002,CA,2.6
201003,CA,2.9
201004,CA,3.1
201005,CA,3.2
201006,CA,3.1
201007,CA,2.9
201008,CA,2.7
201009,CA,2.6
201010,CA,2.4
201011,CA,2.1
201012,CA,2.2
201101,CA,2.2
201102,CA,2.6
201103,CA,2.9
201104,CA,3.1
201105,CA,3.2
201106,CA,3.1
201107,CA,2.9
201108,CA,2.7
201109,CA,2.6
201110,CA,2.4
201111,CA,2.1
201112,CA,2.2
201201,CA,2.2
201202,CA,2.6
201203,CA,2.9
201204,CA,3.1
201205,CA,3.2
201206,CA,3.1
201207,CA,2.9
201208,CA,2.7
201209,CA,2.6
201210,CA,2.4
201211,CA,2.1
201212,CA,2.2
201301,CA,2.2
201302,CA,2.6
201303,CA,2.9
201304,CA,3.1
201305,CA,3.2
201306,CA,3.1
201307,CA,2.9
201308,CA,2.7
201309,CA,2.6
201310,CA,2.4
201311,CA,2.1
201312,CA,2.2
201401,CA,2.2
201402,CA,2.6
201403,CA,2.9
201404,CA,3.1
201405,CA,3.2
201406,CA,3.1
201407,CA,2.9
201408,CA,2.7
201409,CA,2.6
201410,CA,2.4
201411,CA,2.1
201412,CA,2.2
201501,CA,2.2
201502,CA,2.6
201503,CA,2.9
201504,CA,3.1
201505,CA,3.2
201506,CA,3.1
201507,CA,2.9
201508,CA,2.7
201509,CA,2.6
201510,CA,2.4
201511,CA,2.1
201512,CA,2.2
201601,CA,2.2
201602,CA,2.6
201603,CA,2.9
201604,CA,3.1
201605,CA,3.2
201606,CA,3.1
201607,CA,2.9
201608,CA,2.7
201609,CA,2.6
201610,CA,2.4
201611,CA,2.1
201612,CA,2.2
201701,CA,2.2
201702,CA,2.6
201703,CA,2.9
201704,CA,3.1
201705,CA,3.2
201706,CA,3.1
201707,CA,2.9
201708,CA,2.7
201709,CA,2.6
201710,CA,2.4
201711,CA,2.1
201712,CA,2.2
201801,CA,2.2
201802,CA,2.6
201803,CA,2.9
201804,CA,3.1
201805,CA,3.2
201806,CA,3.1
201807,CA,2.9
201808,CA,2.7
201809,CA,2.6
201810,CA,2.4
201811,CA,2.1
201812,CA,2.2
201901,CA,2.2
201902,CA,2.6
201903,CA,2.9
201904,CA,3.1
201905,CA,3.2
201906,CA,3.1
201907,CA,2.9
201908,CA,2.7
201909,CA,2.6
201910,CA,2.4
201911,CA,2.1
201912,CA,2.2
202001,CA,2.2
202002,CA,2.6
202003,CA,2.9
202004,CA,3.1
202005,CA,3.2
202006,CA,3.1
202007,CA,2.9
202008,CA,2.7
202009,CA,2.6
202010,CA,2.4
202011,CA,2.1
202012,CA,2.2
202101,CA,2.2
202102,CA,2.6
202103,CA,2.9
202104,CA,3.1
202105,CA,3.2
202106,CA,3.1
202107,CA,2.9
202108,CA,2.7
202109,CA,2.6
202110,CA,2.4
202111,CA,2.1
202112,CA,2.2
202201,CA,2.2
202202,CA,2.6
202203,CA,2.9
202204,CA,3.1
202205,CA,3.2
202206,CA,3.1
202207,CA,2.9
202208,CA,2.7
202209,CA,2.6
202210,CA,2.4
202211,CA,2.1
202212,CA,2.2
202301,CA,2.2
202302,CA,2.6
